Net sampling time (us): 8256
Per Sample (us): 4.03
Timebase: 0.1 mS/div
Actual Timebase (us): 100.78
CH1 Coupling: DC, Range: 5V/div
CH2 Coupling: --, Range: +-2048
Triggered: YES
CH1 Stats (V):
	Vmax: 6.51, Vmin: 2.80, Vavr: 4.58, Vpp: 3.71, Vrms: 4.89
	Freq: 1000.75, Cycle: 1.00 ms, PW: 0.49 ms, Duty: 49.52 %

Time	CH1	CH2	D_CH1	D_CH2
7977.84	2.90	174	1	0
7981.88	2.85	-3	1	0
7985.91	2.90	172	1	0
7989.94	2.90	-3	1	0
7993.97	2.95	172	1	0
7998.00	2.90	-2	1	0
8002.03	2.85	171	1	0
8006.06	2.90	-4	1	0
8010.09	2.90	173	1	0
8014.13	3.00	-2	1	0
8018.16	2.90	172	1	0
8022.19	2.95	73	1	0
8026.22	2.90	172	1	0
8030.25	2.95	71	1	0
8034.28	2.90	174	1	0
8038.31	2.90	74	1	0
8042.34	2.90	168	1	0
8046.38	2.90	71	1	0
8050.41	2.90	172	1	0
8054.44	2.85	71	1	0
8058.47	2.90	173	1	0
8062.50	2.95	139	1	0
8066.53	2.95	56	1	0
8070.56	2.95	147	1	0
8074.59	6.05	61	1	0
8078.63	6.25	146	1	0
8082.66	6.25	63	1	0
8086.69	6.25	168	1	0
8090.72	6.25	68	1	0
8094.75	6.25	175	1	0
8098.78	6.31	74	1	0
8102.81	6.36	170	1	0
8106.84	6.36	73	1	0
8110.88	6.41	46	1	0
8114.91	6.36	139	1	0
8118.94	6.31	73	1	0
8122.97	6.25	172	1	0
8127.00	6.25	72	1	0
8131.03	6.25	173	1	0
8135.06	6.25	72	1	0
8139.09	6.25	174	1	0
8143.13	6.25	141	1	0
8147.16	6.25	58	1	0
8151.19	6.20	148	1	0
8155.22	6.25	63	1	0
8159.25	6.25	167	1	0
8163.28	6.36	69	1	0
8167.31	6.25	173	1	0
8171.34	6.25	72	1	0
8175.38	6.31	174	1	0
8179.41	6.31	141	1	0
8183.44	6.25	183	1	0
8187.47	6.20	147	1	0
8191.50	6.25	61	1	0
8195.53	6.20	147	1	0
8199.56	6.25	62	1	0
8203.59	6.25	140	1	0
8207.62	6.20	57	1	0
8211.66	6.36	148	1	0
8215.69	6.31	62	1	0
8219.72	6.31	141	1	0
8223.75	6.31	59	1	0
8227.78	6.31	-2	1	0
8231.81	6.25	61	1	0
8235.84	6.25	-2	1	0
8239.87	6.25	61	1	0
8243.91	6.31	-3	1	0
8247.94	6.31	61	1	0
8251.97	6.25	-1	1	0


